-7.51407,6.43988,1.88765,115
-9.01697,6.4895,0.00786,118
-4.77628,8.00534,-2.80026,117
-2.51662,7.14626,-5.89291,111
-0.60547,6.18135,-8.19154,119
-0.36815,4.98244,-8.05598,114
-0.43909,4.47014,-7.65497,121
0.12735,2.47025,-9.76468,109
0.78821,1.30539,-9.68372,115
2.39496,1.36876,-9.50888,113
3.44392,1.5284,-9.57771,112
3.25288,0.33109,-9.03072,121
1.94308,-0.19409,-8.71196,111
2.63358,-1.06268,-9.55797,115
5.04199,-0.56018,-7.96303,117
4.62639,1.19179,-8.09799,112
3.73099,2.04175,-8.62611,119
5.06236,1.65956,-8.55464,112
5.04367,2.08426,-7.66266,118
4.92772,4.26094,-4.22237,110
10.01337,5.07111,-0.98042,113
10.41563,4.99698,-1.72084,106
5.77298,6.1454,-0.58313,111
6.59236,7.76367,-6.95934,110
3.16428,8.79875,3.63596,118
2.02734,9.50705,3.79987,118
-0.13716,7.5695,5.58038,115
-3.20428,6.20229,7.60751,104
-3.30141,5.11784,7.18761,104
-3.32408,3.22276,9.0519,107
-3.36122,2.09142,7.10071,110
-6.74991,1.92834,7.09503,118
-5.86913,1.62598,8.74623,117
-6.3736,2.86562,4.85524,106
-6.99135,6.29408,1.41623,111
-5.55185,7.99844,1.41866,114
-1.27174,9.71338,-0.46017,118
-4.0141,8.64348,-1.95549,113
-1.88898,8.17558,-4.79681,134
-0.8233,7.3288,-6.27722,111
-1.90385,8.13631,0.67499,119
-1.33675,5.35025,7.20273,119
-3.64432,2.11456,11.41852,118
-6.70509,-2.75255,8.74892,120
-7.94415,-4.77704,8.44626,118
-7.94832,-3.88121,4.4968,118
-7.96851,-4.12511,3.91212,131
-5.85605,-4.60037,3.86066,112
-5.85608,-5.91037,3.32556,111
-6.21822,-6.39641,4.35835,116
-6.21771,-5.31541,4.44206,117
-5.22986,-5.418,5.28101,111
-6.54205,-6.11797,4.47331,114
-5.40276,-4.08928,4.55635,122
-4.60545,-6.22763,7.29607,117
1.30568,-8.83542,1.2713,110
-0.70815,-8.66621,4.32387,113
-1.65855,-10.6496,3.83363,120
-0.66069,-13.39806,5.9975,118
-0.46591,-8.30386,2.61942,129
-5.49861,-3.14056,10.42041,108
-2.25201,-1.91905,9.27463,117
-3.49428,1.35475,6.50989,115
-2.22078,5.36662,5.82892,112
-0.98994,5.95357,7.31223,115
-0.18321,7.22809,5.18678,112
2.83778,8.77565,4.07899,113
2.66278,8.72144,4.94652,117
2.31396,7.61086,4.7265,139
0.40222,5.64847,7.82007,2962
-0.0632,5.66934,8.07661,106
0.36441,6.1859,7.96532,124
0.81772,8.03418,4.46666,107
-0.57703,8.29726,4.47519,114
-0.61818,8.63564,1.13429,119
-1.52513,8.1561,-2.6618,120
0.91516,6.7859,-6.37881,117
1.74736,6.95372,-8.36732,113
1.40991,3.97879,-9.79399,114
1.00139,1.77464,-9.35977,105
3.07277,1.64108,-10.9973,113
4.29889,1.23155,-9.09747,115
4.1503,1.19266,-9.16652,113
3.33479,0.2814,-10.16783,111
4.952,2.02942,-12.07368,119
4.54396,5.29994,-8.06233,121
1.43002,7.4279,-2.80014,109
0.35046,5.63814,0.48442,107
-1.31398,2.10388,11.52945,118
-3.05344,1.66988,9.32806,116
-8.67381,-0.99493,6.61293,122
-8.11938,0.37682,5.71486,111
-8.34444,0.6553,6.24257,109
-9.5443,1.11063,5.37958,121
-7.69174,5.26671,-0.01155,119
-5.52428,7.05952,-3.22339,124
-6.90541,7.17833,-0.83548,109
-7.73859,7.3383,-3.37823,114
-2.62726,8.35681,-3.09305,112
-4.13574,6.61266,-6.68314,115
0.82005,4.19177,-5.34242,109
4.92924,3.55746,-6.58769,112
4.44652,3.55002,-5.81409,114
2.6413,0.36644,-6.77544,106
1.86739,-4.53375,-8.74463,104
3.2476,-4.87018,-8.45454,102
2.68735,-5.35693,-8.85234,104
2.89375,-6.58014,-6.69243,104
4.17456,-6.69838,-7.44954,112
4.66685,-7.00992,-4.4239,113
4.20663,-7.47142,-3.45099,111
6.02046,-7.90257,-4.47116,107
5.70413,-7.15994,-0.42168,109
8.13084,-6.80252,1.05238,116
7.95453,-5.2556,2.77631,120
8.57776,-4.52881,3.26253,112
6.78929,-3.41635,5.14598,104
7.3869,-1.68919,5.44955,117
7.97253,-0.15901,6.25279,116
6.31364,1.42865,6.34935,129
6.89529,3.37091,6.39682,111
6.07651,5.16344,6.14696,111
3.78474,7.13518,4.92433,111
2.27039,8.2524,3.73625,111
2.83121,9.4993,1.79527,106
0.98608,10.10487,0.64658,110
-2.16435,10.47063,-0.04506,119
-1.95453,9.61583,1.13295,114
-3.64561,7.44371,1.53873,108
0.6825,6.4043,-4.42267,110
-1.27341,5.00235,-11.01868,120
-3.51665,3.75398,-9.09879,120
-2.09319,4.33401,-12.8983,120
-0.33586,5.69756,-3.11507,125
3.22427,8.30219,0.67274,111
2.19026,6.92871,9.7513,113
-3.63408,6.19498,6.16986,120
-6.34549,6.74165,2.23318,122
-6.62291,8.10054,0.00479,120
-2.01324,9.03212,1.62259,120
-1.17522,9.1646,2.27728,112
-0.24702,9.15596,1.9063,112
-0.97391,6.34599,8.20293,118
-1.41577,5.70107,9.25525,113
0.35616,6.00647,7.22685,107
-0.3508,6.32188,7.21452,109
0.52536,6.21933,7.67136,112
0.20259,6.04799,7.81638,116
-0.15872,5.74048,8.22731,105
